Review #,Brand,Variety,Style,Country,Stars,T,T_year,T_rank,Flavor,Spicy
3981,Thai Chef,shrimp creamy tom yum flavour,Cup,Thailand,4.25,,,,Seafood,False
3980,Nissin,demae ramen xo sauce seafood flavour,Pack,Hong Kong,5.0,,,,Seafood,False
3979,Nissin,raoh soupless tantanmen,Bowl,Japan,5.0,,,,,False
3978,Thai Chef,shrimp tom yum flavour,Pack,Thailand,3.5,,,,Seafood,False
3977,Lee Kum Kee,chinese style dan dan noodles,Bowl,United States,1.0,,,,,False
3976,Aces,huy fond sriracha ramen noodle soup,Bowl,United States,3.75,,,,,False
3975,Itomen,seafood vegetable shio ramen,Pack,Japan,3.75,,,,Seafood,False
3974,Sapporo Ichiban,riken wakame soup flavored ramen,Cup,Japan,0.25,,,,,False
3973,Nissin,raoh artificial tonkotsu flavor ramen,Pack,United States,3.75,,,,Pork,False
3972,Maruchan,wonton soup chicken flavor,Bowl,United States,3.0,,,,Chicken,False
3971,Yamasa,artisanal tonkotsu broth,Other,United States,4.0,,,,Pork,False
3970,Nissin,u f o koi yakisoba,Tray,Japan,3.5,,,,,False
3969,Myojo,rich salty butter ramen,Cup,Japan,3.75,,,,,False
3968,New Touch,hakodate shio ramen,Bowl,Japan,5.0,,,,,False
3967,Paldo,namja men s ramyun ,Pack,South Korea,4.0,,,,,False
3966,Myojo,selection just noodles soup ramen,Bowl,Japan,4.5,,,,,False
3965,Maruchan,umakara tonkotsu ramen,Bowl,Japan,5.0,,,,Pork,False
3964,Vida Food Group,pozole chicken flavor instant ramen soup,Bowl,United States,5.0,,,,Chicken,False
3963,Vida Food Group,menudo beef flavour instant ramen soup,Bowl,United States,5.0,,,,Beef,False
3962,Maruchan,akai tanuki tempura udon,Bowl,Japan,4.0,,,,,False
3961,Nissin,u f o chow mein noodles sichuan style shredded prok artificial flavour,Tray,Hong Kong,1.75,,,,,True
3960,Acecook,yotsuba rich black shoyu ramen,Cup,Japan,2.5,,,,,False
3959,Mom's Dry Noodle,red braised beef noodle soup,Other,Taiwan,4.0,,,,Beef,False
3958,Souper,chow mein with soup stock,Pack,United States,4.0,,,,,False
3957,Sapporo Ichiban,pickles buta kimchi ramen,Cup,Japan,4.75,,,,Pork,True
3956,Nissin,cup noodles stir fry teriyaki chicken flavor,Cup,United States,4.75,,,,Chicken,False
3955,Thai Chef,artificial chicken flavour,Cup,Thailand,3.75,,,,Chicken,False
3954,Shinsegae Mamee,daebak ghost pepper cheese spicy chicken flavour,Cup,Malaysia,4.0,,,,Chicken,True
3953,Sapporo Ichiban,waraa kagoshima pork shabu shabu taste ramen,Cup,Japan,2.5,,,,Pork,False
3952,Thai Chef,artificial duck flavour,Pack,Thailand,3.5,,,,Duck,False
3951,Sugakiya Foods,josui shio ramen,Bowl,Japan,4.5,,,,,False
3950,Acecook,mocchi cchi hello kitty yakisoba,Cup,Japan,3.75,,,,,False
3949,Liitle Couples,fish head casserole,Pack,Taiwan,5.0,,,,Seafood,False
3948,Yamasa,artisanal ramen broth miso jongga ramen sari,Pack,South Korea,3.5,,,,,False
3947,Nissin,cup noodles roasted duck w sweet onion soup,Cup,Germany,3.25,,,,Duck,False
3946,Nissin,donbei simple taste somen,Bowl,Japan,0.0,,,,,False
3945,Nissin,top ramen chicken flavor ramen noodle soup 50th anniversary edition,Pack,United States,3.5,,,,Chicken,False
3944,Little Couples,chicken rice flavor dry noodle,Pack,Taiwan,5.0,,,,Chicken,False
3943,Sunaoshi,small shrimp tensoba,Cup,Japan,3.5,,,,Seafood,False
3942,Nakaki Food,tonkotsu ramen,Pack,Japan,1.0,,,,Pork,False
3941,Nissin,raoh rich miso ramen,Bowl,Japan,5.0,,,,,False
3940,Myojo,bubuka abura soba,Tray,Japan,5.0,,,,,False
3939,Lee Kum Kee,asian style sesame teriyaki noodle with miso garlic,Bowl,United States,0.25,,,,Chicken,False
3938,Meet Mee,malaysia chili pan mee,Pack,Malaysia,5.0,,,,,False
3937,Xiao Long Kan,jintong sour hot pumpkin flavor,Cup,China,3.0,,,,,True
3936,Nissin,wakayama ramen,Bowl,Japan,5.0,,,,Chicken,False
3935,Yi Lai Shuen,kinmen thin noodles sesame oil flavor,Pack,Taiwan,4.75,,,,,False
3934,Sapporo Ichiban,miso ramen garlic kewpie mayonnaise egg,Pack,Japan,5.0,,,,,False
3933,Takamori,japanese tarako spaghetti,Pack,Japan,4.25,,,,,False
3932,Single Grain,chongqing noodles,Cup,China,5.0,,,,,False
3931,Maruchan,umakara tantanmen,Bowl,Japan,5.0,,,,,False
3930,Doll,ramen noodles shrimp wonton flavor,Pack,Hong Kong,3.5,,,,Seafood,False
3929,Panda Signature,ramen noodle soup beef flavor,Cup,United States,2.25,,,,Beef,False
3928,Mo Xiao Xian,luosifer instant rice noodle,Cup,China,0.5,,,,,False
3927,Assi,fresh jjajang noodle bowl,Bowl,South Korea,4.0,,,,Beef,False
3926,Mamee,monster x daebak ghost pepper kari lontong,Pack,Malaysia,4.5,,,,,True
3925,Mamee,monster x daebak ghost pepper mie goreng indonesia,Pack,Malaysia,4.5,,,,,True
3924,Mom's Dry Noodle,scallop hua diao wine chicken noodle soup,Other,Taiwan,5.0,,,,Mixed,False
3923,Trident,protein noodles,Other,United States,5.0,,,,,False
3922,Aces,sriracha ramen noodle soup chicken flavor,Bowl,United States,5.0,,,,Chicken,False
3921,MyKuali,white fish broth rice vermicelli,Pack,Malaysia,5.0,,,,Seafood,False
3920,Doll,ramen noodles spicy artificial pork flavour,Pack,Hong Kong,3.25,,,,Pork,True
3919,Nissin,u f o butter tarako yakisoba,Cup,Japan,2.5,,,,,False
3918,Daikoku,chige spicy ramen,Bowl,Japan,4.0,,,,,True
3917,Kung Fu Noodles,premium black sesame oil with mashed ginger,Pack,Taiwan,5.0,,,,,False
3916,Maruchan,tempura soba,Bowl,Japan,5.0,,,,,False
3915,Sapporo Ichiban,ginza curry noodles,Cup,Japan,2.75,,,,,False
3914,Kung Fu Noodles,premium goose oil with crispy shallot flakes,Pack,Taiwan,5.0,,,,,False
3913,Myojo,megami seafood shoyu ramen,Cup,Japan,4.0,,,,Seafood,False
3912,Aces,sriracha ramen noodle soup original flavor,Bowl,United States,3.75,,,,,False
3911,Kung Fu Noodles,premium goose oil with sichuan pepper hot chili,Pack,Taiwan,5.0,,,,,True
3910,Acecook,mochi mugu yuzukosho chicken,Bowl,Japan,4.5,,,,Chicken,False
3909,Panda Signature,ramen noodle soup chicken flavor,Cup,United States,3.5,,,,Chicken,False
3908,Nissin,soba peking duck,Cup,Germany,2.75,,,,Duck,False
3907,Indomie,instant cup noodles mi goreng barbeque chicken flavour,Cup,Indonesia,2.0,,,,Chicken,False
3906,Super Bihun,instan goreng instant fried rice noodles,Pack,Indonesia,3.75,,,,,False
3905,Shoo Loong Kan,mianyang instant rice noodle,Other,China,3.0,,,,,False
3904,Fenweixiang,hengyang fish instant rice noodle,Cup,China,4.0,,,,Seafood,False
3903,Fairy Bridge,huo guo gu maocai instant hot pot noodles chuanchuanxiang flavor,Pack,China,0.0,,,,,True
3902,Sichuan Baijia,chengdu sweet noodle,Pack,China,3.5,,,,,False
3901,Maggi,masala cuppa noodles,Cup,India,3.25,,,,,False
3900,Doll,ramen noodles sesame flavour,Pack,Hong Kong,4.0,,,,,False
3899,Nissin,demae ramen black garlic oil tonkotsu flavour,Pack,Hong Kong,5.0,,,,Pork,False
3898,Kolson,noodle doodle fiery chatpata flavor,Cup,Other,3.0,,,,,False
3897,Daisho,nagahama yatai ramen mild tonkotsu,Pack,Japan,3.5,,,,Pork,False
3896,Doll,ramen noodles artificial beef flavour ,Pack,Hong Kong,4.5,,,,Beef,False
3895,Myojo,chukazanmai akasaki eirin sura tanmen,Cup,Japan,5.0,,,,,False
3894,Sapporo Ichiban,kuze fuku shoten shio ramen,Cup,Japan,5.0,,,,,True
3893,Acecook,kyoto seabura tonkotsu shoyu ramen,Cup,Japan,3.5,,,,Pork,False
3892,Maruchan,niku soba,Cup,Japan,3.25,,,,,False
3891,Doll,ramen noodles artificial chicken flavour,Pack,Hong Kong,5.0,,,,Chicken,False
3890,Niudafang,lanzhou ramen,Other,China,3.25,,,,,False
3889,Maruchan,wonton soup spicy chicken flavor,Cup,United States,3.75,,,,Chicken,True
3888,Nissin,u f o yakisoba white,Tray,Japan,5.0,,,,,False
3887,Myojo,mode gakuen friday garlic tonkotsu shoyu,Cup,Japan,3.5,,,,Pork,False
3886,Sapporo Ichiban,toyama shiraebi shio,Bowl,Japan,4.0,,,,,False
3885,Mi Sedaap,selection korean spicy chicken,Cup,Indonesia,3.0,,,,Chicken,True
3884,Kolson,dhanak vermicelli,Pack,Other,5.0,,,,,False
3883,Quickchow,instant bihon guisado,Pack,Philippines,4.0,,,,,False
3882,Shi Zu Ren,daozai mian instant sour noodle soup,Cup,China,3.5,,,,,False
3881,Fan's Kitchen,premium instant noodles sesame chili sauce flavour,Cup,China,5.0,,,,,False
3880,Han,ramen noodle soup,Bowl,Other,4.5,,,,,False
3879,Baixiang,artificial chicken soup flavour instant noodle,Pack,China,4.0,,,,Chicken,False
3878,Mom's Dry Noodle,dan dan noodle,Pack,Taiwan,5.0,,,,,False
3877,Panda Signature,ramen noodle soup picante chicken flavor,Pack,United States,3.75,,,,Chicken,False
3876,Kou Da Xiang,hot spicy mixed instant noodle,Other,China,5.0,,,,,True
3875,Nongshim,chapaguri jjajang noodle with spicy seafood flavor,Bowl,United States,4.25,,,,Seafood,True
3874,Fan's Kitchen,premium instant noodles chongqing spicy flavor,Cup,China,3.5,,,,,True
3873,Igarashi Seimen,tonkotsu flavor hakata ramen,Pack,Japan,4.25,,,,Pork,False
3872,Fan's Kitchen,premium instant noodles with stewed beef flavour,Cup,China,5.0,,,,Beef,False
3871,Panda Signature,ramen noodle soup spicy chicken flavor,Cup,United States,0.0,,,,Chicken,True
3870,Chef Woo,roasted chicken flavor,Cup,United States,4.0,,,,Chicken,False
3869,Nissin,cup noodles pork tonkotsu,Cup,Germany,3.0,,,,Pork,False
3868,Panda Signature,ramen noodle soup beef flavor,Pack,United States,3.5,,,,Beef,False
3867,Being Blue,souper bowl noodle pho rice noodle seafood,Bowl,South Korea,3.5,,,,Mixed,False
3866,Guangyou,artificial clam flavored instant noodle,Cup,China,3.5,,,,Seafood,False
3865,Higashimaru,kagoshima spicy tonkotsu ramen,Pack,Japan,4.5,,,,Pork,True
3864,Nissin,demae ramen roast artificial beef,Pack,Hong Kong,3.5,,,,Beef,False
3863,Sanyang,yishi classic guilin rice noodle,Pack,China,3.0,,,,,False
3862,Nissin,cup noodles teriyaki chicken,Cup,Germany,3.75,,,,Chicken,False
3861,Wai Wai,quick chicken pizza flavored instant noodle,Pack,Other,3.5,,,,Chicken,False
3860,Sichuan Baijia,mian yang rice noodle artificial beef flavor,Pack,China,4.5,,,,Beef,False
3859,Prima Taste,singapore prawn soup la mian,Pack,Singapore,4.5,,,,Seafood,False
3858,Paldo,jumbo instant noodles with flamed beef soup,Pack,United States,4.5,,,,Beef,True
3857,Super God,god noodles sichuan spicy scallion flavor,Pack,Taiwan,5.0,,,,,True
3856,Morre,instant noodles chicken flavored,Cup,Other,3.75,,,,Chicken,False
3855,Myojo,okinawa soba,Pack,Japan,2.5,,,,,False
3854,Wai Wai,instant noodles vegetable flavored,Cup,Other,1.5,,,,,False
3853,Panda Signature,ramen noodle soup pork flavor,Pack,United States,3.5,,,,Pork,False
3852,Nissin,cup noodles kaisen seafood,Cup,Germany,3.75,,,,Seafood,False
3851,MyKuali,white fish broth noodle,Pack,Malaysia,5.0,,,,Seafood,False
3850,Toei,noncup kitsune udon,Pack,Japan,3.5,,,,,False
3849,Muso,organic ramen shoyu,Pack,United States,4.0,,,,,False
3848,Maruchan,kuroi buta curry,Cup,Japan,2.5,,,,Pork,False
3847,Chef Woo,thai lemongrass ramen,Cup,United States,3.0,,,,,False
3846,Nissin,cup noodles spiced curry,Cup,Germany,3.25,,,,,False
3845,Nongshim,shin black with beef bone broth,Pack,United States,5.0,,,,Beef,False
3844,Indomie,instant noodles special chicken flavour,Pack,Indonesia,4.5,,,,Chicken,False
3843,Nissin,hot spicy fire wok molten chili chicken,Bowl,United States,3.5,,,,Chicken,True
3842,Panda Signature,ramen noodle soup soy sauce flavor,Pack,United States,1.75,,,,,False
3841,Ramen Express By Chef Woo,hotter spicier ramen,Pack,United States,4.0,,,,,True
3840,MyKuali,penang red tom yum goong,Pack,Malaysia,2.5,,,,,False
3839,Nissin,hot spicy fire wok scorchin sesame shrimp,Bowl,United States,3.5,,,,Seafood,True
3838,Fujiwara,kani nochikara miso ramen,Pack,Japan,3.5,,,,,False
3837,Nissin,cup noodles ginger chicken,Cup,Germany,3.25,,,,Chicken,False
3836,Panda Signature,ramen noodle soup creamy chicken flavor,Pack,United States,3.5,,,,Chicken,False
3835,Acecook,mocchichi shio yakisoba,Cup,Japan,2.0,,,,,False
3834,Ottogi,beijing jjambbong ramen,Pack,South Korea,4.5,,,,,False
3833,Nissin,hot spicy fire wok sizzlin rich pork ,Bowl,United States,4.0,,,,Pork,True
3832,Igarashi Seimen,kitakata ramen spicy umakara,Pack,Japan,5.0,,,,,True
3831,Panda Signature,ramen noodle soup spicy shrimp flavor,Pack,United States,2.0,,,,Seafood,True
3830,Itsuki,hakata ramen,Pack,Japan,5.0,,,,,False
3829,Panda Signature,ramen noodle soup hot spicy beef,Cup,United States,3.0,,,,Beef,True
3828,Kenko Foods,sesame flavor ramen,Pack,Japan,3.75,,,,,False
3827,Lee Kum Kee,hong kong style chow mein,Bowl,United States,0.5,,,,,False
3826,WhatIf? Foods,miringa noodle with sesame garlic seasoning,Other,Singapore,4.5,,,,,False
3825,Chef Woo,sweet chili togarashi ramen,Cup,United States,3.5,,,,,False
3824,Snapdragon,vietnamese beef pho,Other,United States,2.0,,,,Beef,False
3823,Nissin,cup noodles stir fry hot garlic chicken,Cup,United States,4.0,,,,Chicken,True
3822,Sichuan Baijia,red oil noodle,Cup,China,4.5,,,,,False
3821,Panda Signature,ramen noodle soup chicken flavor,Pack,United States,3.5,,,,Chicken,False
3820,Nissin,cup noodles soy sauce shrimps,Cup,Germany,3.5,,,,Seafood,False
3819,Single High,spicy bean vermicelli with oden,Cup,China,5.0,,,,,True
3818,Sichuan Baijia,luosi rice noodles,Cup,China,3.0,,,,,False
3817,WhatIf? Foods,bamnut noodles with sweet hot seasoning,Other,Singapore,4.0,,,,,True
3816,Itsuki,kumamon kumamoto tonkotsu ramen,Pack,Japan,5.0,,,,Pork,False
3815,Sichuan Baijia,hot sour instant vermicelli,Cup,China,4.75,,,,,True
3814,Myojo,tofu ramen chicken shio soymilk,Cup,Japan,3.5,,,,Chicken,False
3813,Morre,instant noodle chatt patta,Cup,Other,3.5,,,,,False
3812,Snapdragon,vietnamese vegetable pho,Other,United States,1.0,,,,,False
3811,Newgate Express,instant noodles chicken flavour,Pack,Other,1.25,,,,Chicken,False
3810,Toei,noncup noodle soba with green onion,Pack,Japan,3.5,,,,,False
3809,Acecook,healthy wazen mochi wheat men katsu kombu dashi,Bowl,Japan,3.75,,,,,False
3808,iMee,oriental beef flavour,Cup,Thailand,3.5,,,,Beef,False
3807,Du Du,non fried instant rice noodles shrimp flavour,Pack,Thailand,3.75,,,,Seafood,False
3806,iMee,vegetable flavour,Pack,Thailand,3.5,,,,,False
3805,iMee,chicken green curry,Cup,Thailand,5.0,,,,Chicken,False
3804,Sutharos,organic pad thai,Other,Thailand,5.0,,,,,False
3803,iMee,creamy tom yum shrimp,Pack,Thailand,3.75,,,,Seafood,False
3802,Acecook,wa dining seino rich wakayama chuka soba,Cup,Japan,5.0,,,,Chicken,False
3801,Myojo,ippeichan yomise no yakisoba tartar sauce flavor,Tray,Japan,4.5,,,,,False
3800,Sapporo Ichiban,wa ra mie ise ebi miso ramen,Cup,Japan,3.5,,,,,False
3799,Sutharos,organic tom yum noodle,Other,Thailand,3.5,,,,,False
3798,Nissin,men shokunin hot sour tanmen,Bowl,Japan,4.75,,,,,True
3797,Jub Jub,thai rice noodle soup original flavor,Pack,Thailand,3.5,,,,,False
3796,Nissin,cup noodles hot chili spicy roasted sesame soup,Cup,Germany,3.75,,,,,True
3795,Wai Wai,x press noodles vegetable flavour,Pack,Other,2.0,,,,,False
3794,Ramen Express By Chef Woo,beef flavor ramen,Pack,United States,4.5,,,,Beef,False
3793,Sutharos,organic ywllow curry thai cooking set,Other,Thailand,5.0,,,,,False
3792,Du Du,non fried instant rice noodles,Pack,Thailand,3.5,,,,,False
3791,iMee,chicken red curry flavour instant noodles,Cup,Thailand,4.5,,,,Chicken,False
3790,Ramen Express By Chef Woo,chicken flavor ramen,Pack,United States,4.5,,,,Chicken,False
3789,Myojo,charumera artificial tonkotsu flavor,Pack,United States,5.0,,,,Pork,False
3788,Newgate Express,instant noodles prawn flavour,Pack,Other,1.25,,,,Seafood,False
3787,Cheetos,mac n cheese cheese jalapeno flavor,Cup,United States,3.75,,,,,False
3786,Shi Zu Ren,energy river snail vermicelli,Cup,China,3.5,,,,,False
3785,Panda Signature,ramen noodle soup chili lime flavor,Cup,United States,0.0,,,,,False
3784,Nongshim,k army stew,Bowl,United States,5.0,,,,,False
3783,Yamamoto Seifun,tanuki s father pork bone ramen,Pack,Japan,4.5,,,,Mixed,False
3782,A-Sha,laotao beef tendon noodle,Other,Taiwan,5.0,,,,Beef,False
3781,Tapatio,ramen noodle soup chicken flavor,Cup,United States,3.75,,,,Chicken,False
3780,Shi Zu Ren,energy vegetarian spicy vermicelli,Cup,China,3.75,,,,,True
3779,Nissin,togarashi men umakara tomato cheese,Cup,Japan,1.0,,,,,False
3778,Helper,mac cheese bold cheesy pizza,Cup,United States,1.5,,,,Beef,False
3777,Mom's Dry Noodle,scallion sichuan pepper,Pack,Taiwan,5.0,,,,,True
3776,Chef Woo,braised beef flavor ramen,Cup,United States,4.0,,,,Beef,False
3775,Tapatio,ramen noodle soup shrimp flavor,Cup,United States,3.5,,,,Seafood,False
3774,Wai Wai,x press noodles masala delight,Pack,Other,3.5,,,,,False
3773,Ottogi,mac tomato spaghetti,Bowl,United States,3.75,,,,,False
3772,"PLN Food Co, Ltd.",vegetable witrh noodle,Pack,Taiwan,5.0,,,,,False
3771,Doll,ramen noodles pickled vegetable flavour,Pack,Hong Kong,3.5,,,,,False
3770,Cao Is Starving,dried instant noodles wuhan hot flavor,Tray,China,4.5,,,,,True
3769,Menraku,japanese ramen spicy miso tonkotsu,Bowl,United States,2.0,,,,Pork,True
3768,Nora Kitchen,chicken sotanghon,Cup,United States,1.5,,,,Chicken,False
3767,Itsuki,yuzu shio yuzu flavor mellow salt ramen,Pack,Japan,2.5,,,,,False
3766,Mom's Dry Noodle,pepper sesame flavor,Pack,Taiwan,4.0,,,,,True
3765,Newgate Express,instant noodles beef flavour,Pack,Other,1.75,,,,Beef,False
3764,Wai Wai,quick instant noodles chicken curry flavor,Pack,Other,1.0,,,,Chicken,False
3763,Nongshim,miso tofu noodle soup,Cup,United States,1.75,,,,,False
3762,Kim & Kim,easy pho rice noodle soup,Bowl,Vietnam,3.25,,,,,False
3761,Mom's Dry Noodle,toona sauce with sichuan pepper,Pack,Taiwan,4.0,,,,,True
3760,Nongshim,soon chili tomato noodle soup,Cup,United States,4.5,,,,,False
3759,House Of Delicious Taste,hot sour vermicelli,Cup,China,4.0,,,,,True
3758,Mi Sedaap,mi segera perisa kari,Pack,Indonesia,4.5,,,,,False
3757,Tapatio,ramen noodle soup original flavor,Cup,United States,4.0,,,,,False
3756,A-Sha,hakka noodle original sauce,Pack,Taiwan,5.0,,,,,False
3755,MyKuali,penang white curry noodle new formulation ,Pack,Malaysia,5.0,,,,,False
3754,"PLN Food Co, Ltd.",cold udon noodle,Pack,Taiwan,4.0,,,,,False
3753,"PLN Food Co, Ltd.",crisp shallot noodle,Pack,Taiwan,4.5,,,,,False
3752,Nissin,demae ramen miso tonkotsu flavour,Pack,Hong Kong,4.0,,,,Pork,False
3751,Liangshi Nara,japanese noodle salted egg flavor,Cup,China,3.5,,,,,False
3750,Nongshim,soon kimchi noodle soup,Cup,United States,4.0,,,,,True
3749,LonoLife,chicken bone broth noodle soup,Bowl,United States,3.75,,,,Mixed,False
3748,LonoLife,beef bone broth noodle soup,Bowl,United States,5.0,,,,Beef,False
3747,Mom's Dry Noodle,spicy oil dandan noodle,Pack,Taiwan,5.0,,,,,True
3746,Vifon,asian style instant noodles with crab paste,Bowl,Vietnam,4.25,,,,Seafood,False
3745,Newgate Express,instant noodles curry flavour,Pack,Other,1.75,,,,,False
3744,Pamana,instant chicken sotanghon,Cup,United States,3.0,,,,Chicken,False
3743,"PLN Food Co, Ltd.",miso ramen,Pack,Taiwan,5.0,,,,,False
3742,"PLN Food Co, Ltd.",sesame paste noodle,Pack,Taiwan,5.0,,,,,False
3741,Acecook,maruyoshi shrimp tensoba,Cup,Japan,2.0,,,,Seafood,False
3740,JML,instant noodle artificial mushroom chicken flavor,Bowl,China,3.75,,,,Chicken,False
3739,Myojo,kakitama udon,Bowl,Japan,3.5,,,,,False
3738,O'Taste,habanero ttteokbokki with noodles,Cup,South Korea,4.0,,,,,False
3737,Yamamoto Seifun,tanuki oyaji tonkotsu ramen,Pack,Japan,5.0,,,,Pork,False
3736,Tasty.ly,quick pasta cheezy,Pack,Malaysia,3.5,,,,,False
3735,Single Grain,hot sour lava noodles,Cup,China,4.5,,,,,True
3734,Maruchan,black pork curry udon,Cup,Japan,3.5,,,,Pork,False
3733,Pamana,instant la paz batchoy,Cup,United States,3.75,,,,,False
3732,Chillies Brand,hae bee hiam ,Pack,Singapore,5.0,,,,,False
3731,Cheetos,mac n cheese flamin hot,Other,United States,2.75,,,,,True
3730,Sapporo Ichiban,hakata mentaiko tonkotsu ramen,Bowl,Japan,4.0,,,,Pork,False
3729,Yamamoto Seifun,tanuki oyaji pirikara ramen,Pack,Japan,4.25,,,,,False
3728,Menraku,restaurant style ramen seafood tonkotsu flavor,Pack,United States,2.75,,,,Mixed,False
3727,Cheetos,mac n cheese cheesy japaneno,Other,United States,3.5,,,,,False
3726,Yamamoto Seifun,tanuki oyaji tonkotsu ramen,Pack,Japan,5.0,,,,Pork,False
3725,Vifon,instant seafood porridge,Bowl,Vietnam,5.0,,,,Seafood,False
3724,Wang,gan jajang ,Bowl,South Korea,4.25,,,,,False
3723,Tapatio,extra spicy ramen,Bowl,United States,4.0,,,,,True
3722,TTL,table wine carved chicken noodle bowl,Bowl,Taiwan,5.0,,,,Mixed,False
3721,Dream Kitchen,curry udon,Bowl,United States,3.75,,,,,False
3720,Myojo,fresh tomato ramen,Cup,Japan,4.25,,,,,False
3719,Liangshi Nara,japanese noodle salted egg crab flavor,Cup,China,5.0,,,,Seafood,False
3718,Sapporo Ichiban,cupstar tonkotsu ramen,Cup,Japan,3.5,,,,Pork,False
3717,Itomen,onion flavor shoyu ramen,Pack,Japan,4.75,,,,,False
3716,Wang,katsuo udon,Bowl,South Korea,4.5,,,,,False
3715,Mamee,slrp mi segera perisa kari xtra pedas,Pack,Malaysia,4.0,,,,,False
3714,A-Sha,dandan noodle,Pack,Taiwan,5.0,,,,,False
3713,Kay's,instant macaroni chicken soup,Pack,Malaysia,3.5,,,,Chicken,False
